Paper ID	Biological Process	Title	Current Tags
WBPaper00044616.ce.rs.paper	Tissue Specific: germline	Argonautes promote male fertility and provide a paternal memory of germline gene expression in C. elegans.	Method: RNAseq|Species: Caenorhabditis elegans|Tissue Specific
WBPaper00044954.ce.rs.paper	Tissue Specific: germline	Characterisation of Caenorhabditis elegans sperm transcriptome and proteome.	Method: RNAseq|Species: Caenorhabditis elegans|Tissue Specific
WBPaper00045521.ce.rs.paper	Tissue Specific: germline	A new dataset of spermatogenic vs. oogenic transcriptomes in the nematode Caenorhabditis elegans.	Method: RNAseq|Species: Caenorhabditis elegans|Topic: oogenesis|Topic: spermatogenesis|Tissue Specific
WBPaper00046805.ce.rs.paper	Tissue Specific: germline	CSR-1 and P granules suppress sperm-specific transcription in the C. elegans germline.	Method: RNAseq|Species: Caenorhabditis elegans|Tissue Specific
WBPaper00026950.ce.mr.paper	Tissue Specific: germline, response to starvation | GO:0042594	Comparative analysis of SAGE and microarray technologies for global transcription profiling of development in Caenorhabditis elegans	Method: microarray|Species: Caenorhabditis elegans|Tissue Specific
WBPaper00005428.ce.mr.paper	Tissue Specific: muscle	Chromosomal clustering of muscle-expressed genes in Caenorhabditis elegans.	Method: microarray|Species: Caenorhabditis elegans|Topic: gene expression|Topic: somatic muscle development|Tissue Specific
WBPaper00031003.ce.mr.paper	Tissue Specific: muscle	The embryonic muscle transcriptome of Caenorhabditis elegans.	Method: microarray|Species: Caenorhabditis elegans|Topic: somatic muscle development|Tissue Specific
WBPaper00040426.ce.mr.paper	Tissue Specific: muscle	Caenorhabditis elegans cyclin D/CDK4 and cyclin E/CDK2 induce distinct cell cycle re-entry programs in differentiated muscle cells.	Method: microarray|Species: Caenorhabditis elegans|Tissue Specific
WBPaper00005356.ce.mr.paper	Tissue Specific: neuron	Identification of genes expressed in C. elegans touch receptor neurons.	Method: microarray|Species: Caenorhabditis elegans|Tissue Specific
WBPaper00024671.ce.mr.paper	Tissue Specific: neuron	Identification of thermosensory and olfactory neuron-specific genes via expression profiling of single neuron types.	Method: microarray|Species: Caenorhabditis elegans|Topic: sensory perception of smell|Topic: defecation|Topic: defecation rhythm|Tissue Specific
WBPaper00025141.ce.mr.paper	Tissue Specific: neuron	A gene expression fingerprint of C. elegans embryonic motor neurons.	Method: microarray|Species: Caenorhabditis elegans|Tissue Specific
WBPaper00029115.ce.mr.paper	Tissue Specific: neuron	UNC-4 represses CEH-12/HB9 to specify synaptic inputs to VA motor neurons in C. elegans.	Method: microarray|Species: Caenorhabditis elegans|Tissue Specific
WBPaper00030839.ce.mr.paper	Tissue Specific: neuron	Cell-specific microarray profiling experiments reveal a comprehensive picture of gene expression in the C. elegans nervous system.	Method: microarray|Species: Caenorhabditis elegans|Tissue Specific
WBPaper00031532.ce.mr.paper	Tissue Specific: neuron	Complementary RNA amplification methods enhance microarray identification of transcripts expressed in the C. elegans nervous system.	Method: microarray|Species: Caenorhabditis elegans
WBPaper00035424.ce.mr.paper	Tissue Specific: neuron	Single-cell transcriptional analysis of taste sensory neuron pair in Caenorhabditis elegans.	Method: microarray|Species: Caenorhabditis elegans|Tissue Specific
WBPaper00040420.ce.mr.paper	Tissue Specific: neuron	Shared gene expression in distinct neurons expressing common selector genes.	Method: microarray|Species: Caenorhabditis elegans|Tissue Specific
WBPaper00042548.ce.mr.paper	Tissue Specific: neuron	Functional analysis of neuronal microRNAs in Caenorhabditis elegans dauer formation by combinational genetics and Neuronal miRISC immunoprecipitation.	Method: microarray|Species: Caenorhabditis elegans|Tissue Specific
WBPaper00048563.ce.mr.paper	Tissue Specific: neuron	Transcriptional Control of Synaptic Remodeling through Regulated Expression of an Immunoglobulin Superfamily Protein.	Method: microarray|Species: Caenorhabditis elegans|Tissue Specific
WBPaper00050344.ce.rs.paper	Tissue Specific: neuron	The tubulin repertoire of C. elegans sensory neurons and its context-dependent role in process outgrowth.	Method: RNAseq|Species: Caenorhabditis elegans|Tissue Specific
WBPaper00046121.ce.rs.paper	Tissue Specific: other	Spatiotemporal transcriptomics reveals the evolutionary history of the endoderm germ layer.	Method: RNAseq|Species: Caenorhabditis elegans|Tissue Specific
WBPaper00013489.ce.mr.paper	Tissue Specific: reproductive system	Identification of C. elegans sensory ray genes using whole-genome expression profiling.	Method: microarray|Species: Caenorhabditis elegans|Topic: sensory organ development
WBPaper00028483.ce.mr.paper	Tissue Specific: reproductive system	MES-4: an autosome-associated histone methyltransferase that participates in silencing the X chromosomes in the C. elegans germ line.	Method: microarray|Species: Caenorhabditis elegans|Topic: gene expression|Tissue Specific
WBPaper00031477.ce.mr.paper	Tissue Specific: reproductive system	DEPS-1 promotes P-granule assembly and RNA interference in C. elegans germ cells.	Method: microarray|Species: Caenorhabditis elegans|Topic: P granule organization|Topic: RNA interference|Tissue Specific
WBPaper00035905.ce.mr.paper	Tissue Specific: reproductive system	Genome-wide analysis of mRNA targets for Caenorhabditis elegans FBF, a conserved stem cell regulator.	Method: microarray|Species: Caenorhabditis elegans|Tissue Specific
WBPaper00037611.ce.mr.paper	Tissue Specific: reproductive system	GLD-2/RNP-8 cytoplasmic poly(A) polymerase is a broad-spectrum regulator of the oogenesis program.	Method: microarray|Species: Caenorhabditis elegans|Tissue Specific
WBPaper00040823.ce.mr.paper	Tissue Specific: reproductive system	The microRNA pathway controls germ cell proliferation and differentiation in C. elegans.	Method: microarray|Species: Caenorhabditis elegans|Tissue Specific
WBPaper00045861.ce.mr.paper	Tissue Specific: reproductive system	The SET-2/SET1 histone H3K4 methyltransferase maintains pluripotency in the Caenorhabditis elegans germline.	Method: microarray|Species: Caenorhabditis elegans|Tissue Specific
WBPaper00045985.ce.rs.paper	Tissue Specific: reproductive system	Functional characterization of C. elegans Y-box-binding proteins reveals tissue-specific functions and a critical role in the formation of polysomes.	Method: RNAseq|Species: Caenorhabditis elegans|Tissue Specific
WBPaper00041549.ce.rs.paper	Tissue Specific: reproductive system	Functional transcriptomics of a migrating cell in Caenorhabditis elegans.	Method: RNAseq|Species: Caenorhabditis elegans|Tissue Specific
WBPaper00005376.ce.mr.paper	vulval development | GO:0040025	Downstream targets of let-60 Ras in Caenorhabditis elegans.	Method: microarray|Species: Caenorhabditis elegans|Topic: vulval development|Topic: vulval cell fate commitment|Topic: vulval cell fate determination|Topic: vulval cell fate specification|Topic: regulation of vulval development|Topic: positive regulation of vulval development|Topic: negative regulation of vulval development
WBPaper00038168.ce.mr.paper	vulval development | GO:0040025	synMuv B proteins antagonize germline fate in the intestine and ensure C. elegans survival.	Method: microarray|Species: Caenorhabditis elegans
WBPaper00048990.ce.mr.paper	vulval development | GO:0040025	The Mediator Kinase Module Restrains Epidermal Growth Factor Receptor Signaling and Represses Vulval Cell Fate Specification in Caenorhabditis elegans.	Method: microarray|Species: Caenorhabditis elegans
WBPaper00000001.sra.rs.paper	unclassified	N.A.	Method: RNAseq|Species: Strongyloides ratti
WBPaper00004966.ce.mr.paper	unclassified	A systematic gene expression screen of Caenorhabditis elegans cytochrome P450 genes reveals CYP35 as strongly xenobiotic inducible.	Method: microarray|Species: Caenorhabditis elegans
WBPaper00005056.ce.mr.paper	unclassified	Regulation of organogenesis by the Caenorhabditis elegans FoxA protein PHA-4.	Method: microarray|Species: Caenorhabditis elegans
WBPaper00005896.ce.mr.paper	unclassified	Transcriptional outputs of the Caenorhabditis elegans forkhead protein DAF-16.	Method: microarray|Species: Caenorhabditis elegans
WBPaper00024654.ce.mr.paper	unclassified	Translation of a small subset of Caenorhabditis elegans mRNAs is dependent on a specific eukaryotic translation initiation factor 4E isoform.	Method: microarray|Species: Caenorhabditis elegans
WBPaper00025032.ce.mr.paper	unclassified	The homeodomain protein PAL-1 specifies a lineage-specific regulatory network in the C. elegans embryo.	Method: microarray|Species: Caenorhabditis elegans|Topic: cell fate specification|Topic: cell differentiation
WBPaper00025192.ce.mr.paper	unclassified	Regulation of tissue-specific and extracellular matrix-related genes by a class I histone deacetylase.	Method: microarray|Species: Caenorhabditis elegans
WBPaper00026714.ce.mr.paper	unclassified	Using microarrays to facilitate positional cloning: identification of tomosyn as an inhibitor of neurosecretion.	Method: microarray|Species: Caenorhabditis elegans
WBPaper00026820.ce.mr.paper	unclassified	Expression profiling of five different xenobiotics using a Caenorhabditis elegans whole genome microarray.	Method: microarray|Species: Caenorhabditis elegans
WBPaper00026952.ce.mr.paper	unclassified	The Caenorhabditis elegans heterochronic regulator LIN-14 is a novel transcription factor that controls the developmental timing of transcription from the insulin/insulin-like growth factor gene ins-33 by direct DNA binding.	Method: microarray|Species: Caenorhabditis elegans
WBPaper00026980.ce.mr.paper	unclassified	Chromosomal clustering and GATA transcriptional regulation of intestine-expressed genes in C. elegans.	Method: microarray|Species: Caenorhabditis elegans|Topic: gene expression|Topic: metabolic process
WBPaper00027104.ce.mr.paper	unclassified	Identification of novel target genes of CeTwist and CeE/DA.	Method: microarray|Species: Caenorhabditis elegans
WBPaper00028788.ce.mr.paper	unclassified	Expression profiling of MAP kinase-mediated meiotic progression in Caenorhabditis elegans.	Method: microarray|Species: Caenorhabditis elegans|Topic: meiosis I|Topic: meiosis II
WBPaper00028809.ce.mr.paper	unclassified	BIR-1, the homologue of human Survivin, regulates expression of developmentally active collagen genes in C. elegans.	Method: microarray|Species: Caenorhabditis elegans
WBPaper00029190.ce.mr.paper	unclassified	Transcriptome profiling of the C. elegans Rb ortholog reveals diverse developmental roles.	Method: microarray|Species: Caenorhabditis elegans
WBPaper00029226.ce.mr.paper	unclassified	Transcriptional repressor and activator activities of SMA-9 contribute differentially to BMP-related signaling outputs.	Method: microarray|Species: Caenorhabditis elegans|Topic: developmental process|Topic: developmental growth|Topic: regulation of developmental growth|Topic: regulation of developmental process|Topic: post-anal tail morphogenesis
WBPaper00029387.ce.mr.paper	unclassified	Cytochrome P450s and short-chain dehydrogenases mediate the toxicogenomic response of PCB52 in the nematode Caenorhabditis elegans.	Method: microarray|Species: Caenorhabditis elegans
WBPaper00031379.ce.mr.paper	unclassified	Metabolic pathway profiling of mitochondrial respiratory chain mutants in C. elegans.	Method: microarray|Species: Caenorhabditis elegans
WBPaper00031525.ce.mr.paper	unclassified	Pairing of competitive and topologically distinct regulatory modules enhances patterned gene expression.	Method: microarray|Species: Caenorhabditis elegans
WBPaper00031832.ce.mr.paper	unclassified	Coordinated regulation of intestinal functions in C. elegans by LIN-35/Rb and SLR-2.	Method: microarray|Species: Caenorhabditis elegans|Topic: metabolic process
WBPaper00032006.ce.rs.paper	unclassified	Transcriptome analysis for Caenorhabditis elegans based on novel expressed sequence tags.	Method: RNAseq|Species: Caenorhabditis elegans
WBPaper00032528.ce.mr.paper	unclassified	Differential chromatin marking of introns and expressed exons by H3K36me3.	Method: microarray|Species: Caenorhabditis elegans
WBPaper00033101.ce.mr.paper	unclassified	A C. elegans LSD1 demethylase contributes to germline immortality by reprogramming epigenetic memory.	Method: microarray|Species: Caenorhabditis elegans|Topic: germ-line stem cell population maintenance|Topic: germ-line stem-cell niche homeostasis|Topic: germ-line stem cell division
WBPaper00033206.ce.mr.paper	unclassified	The polycomb complex protein mes-2/E(z) promotes the transition from developmental plasticity to differentiation in C. elegans embryos.	Method: microarray|Species: Caenorhabditis elegans
WBPaper00033444.ce.mr.paper	unclassified	Caenorhabditis elegans genomic response to soil bacteria predicts environment-specific genetic effects on life history traits.	Method: microarray|Species: Caenorhabditis elegans
WBPaper00034761.ce.mr.paper	unclassified	A multiparameter network reveals extensive divergence between C. elegans bHLH transcription factors.	Method: microarray|Species: Caenorhabditis elegans
WBPaper00035187.cbg.mr.paper	unclassified	Comparison of diverse developmental transcriptomes reveals that coexpression of gene neighbors is not evolutionarily conserved.	Method: microarray|Species: Caenorhabditis briggsae
WBPaper00035187.ce.mr.paper	unclassified	Comparison of diverse developmental transcriptomes reveals that coexpression of gene neighbors is not evolutionarily conserved.	Method: microarray|Species: Caenorhabditis elegans
WBPaper00035197.ce.mr.paper	unclassified	C. elegans dysferlin homolog fer-1 is expressed in muscle, and fer-1 mutations initiate altered gene expression of muscle enriched genes.	Method: microarray|Species: Caenorhabditis elegans|Topic: gene expression|Topic: somatic muscle development
WBPaper00035227.ce.mr.paper	unclassified	Bio-electrospraying the nematode Caenorhabditis elegans: studying whole-genome transcriptional responses and key life cycle parameters.	Method: microarray|Species: Caenorhabditis elegans
WBPaper00035269.ce.mr.paper	unclassified	CDE-1 affects chromosome segregation through uridylation of CSR-1-bound siRNAs.	Method: microarray|Species: Caenorhabditis elegans
WBPaper00036375.ce.mr.paper	unclassified	Time-lapse imaging and cell-specific expression profiling reveal dynamic branching and molecular determinants of a multi-dendritic nociceptor in C. elegans.	Method: microarray|Species: Caenorhabditis elegans|Topic: cell fate specification|Topic: cell differentiation
WBPaper00036429.ce.mr.paper	unclassified	Genome-wide analysis of germ cell proliferation in C.elegans identifies VRK-1 as a key regulator of CEP-1/p53.	Method: microarray|Species: Caenorhabditis elegans
WBPaper00037086.ce.mr.paper	unclassified	Biotin starvation with adequate glucose provision causes paradoxical changes in fuel metabolism gene expression similar in rat (Rattus norvegicus), nematode (Caenorhabditis elegans) and yeast (Saccharomyces cerevisiae).	Method: microarray|Species: Caenorhabditis elegans
WBPaper00037131.ce.mr.paper	unclassified	The histone H3K36 methyltransferase MES-4 acts epigenetically to transmit the memory of germline gene expression to progeny.	Method: microarray|Species: Caenorhabditis elegans
WBPaper00037680.ce.mr.paper	unclassified	Selection at linked sites shapes heritable phenotypic variation in C. elegans.	Method: microarray|Species: Caenorhabditis elegans
WBPaper00037765.ce.mr.paper	unclassified	Different Mi-2 complexes for various developmental functions in Caenorhabditis elegans.	Method: microarray|Species: Caenorhabditis elegans
WBPaper00037849.ce.mr.paper	unclassified	Regulation of C. elegans presynaptic differentiation and neurite branching via a novel signaling pathway initiated by SAM-10.	Method: microarray|Species: Caenorhabditis elegans
WBPaper00037901.ce.mr.paper	unclassified	A quantitative RNA code for mRNA target selection by the germline fate determinant GLD-1.	Method: microarray|Species: Caenorhabditis elegans
WBPaper00039866.ce.mr.paper	unclassified	Transcriptional profiling of C. elegans DAF-19 uncovers a ciliary base-associated protein and a CDK/CCRK/LF2p-related kinase required for intraflagellar transport.	Method: microarray|Species: Caenorhabditis elegans
WBPaper00040185.ce.mr.paper	unclassified	NHR-23 dependent collagen and hedgehog-related genes required for molting.	Method: microarray|Species: Caenorhabditis elegans
WBPaper00040379.ce.rs.paper	unclassified	Wobble base-pairing slows in vivo translation elongation in metazoans.	Method: RNAseq|Species: Caenorhabditis elegans
WBPaper00040730.ce.mr.paper	unclassified	Heme utilization in the Caenorhabditis elegans hypodermal cells is facilitated by heme-responsive gene-2.	Method: microarray|Species: Caenorhabditis elegans
WBPaper00040932.ce.mr.paper	unclassified	lin-28 controls the succession of cell fate choices via two distinct activities.	Method: microarray|Species: Caenorhabditis elegans
WBPaper00040998.ce.mr.paper	unclassified	Coordinate regulation of lipid metabolism by novel nuclear receptor partnerships.	Method: microarray|Species: Caenorhabditis elegans
WBPaper00041010.ce.rs.paper	unclassified	Nutritional control of mRNA isoform expression during developmental arrest and recovery in C. elegans.	Method: RNAseq|Species: Caenorhabditis elegans
WBPaper00041119.ce.rs.paper	unclassified	Multiple insert size paired-end sequencing for deconvolution of complex transcriptomes.	Method: RNAseq|Species: Caenorhabditis elegans
WBPaper00041191.ce.mr.paper	unclassified	Function, targets, and evolution of Caenorhabditis elegans piRNAs.	Method: microarray|Species: Caenorhabditis elegans
WBPaper00041609.ce.mr.paper	unclassified	Transcriptional repression of Hox genes by C. elegans HP1/HPL and H1/HIS-24.	Method: microarray|Species: Caenorhabditis elegans
WBPaper00041697.ce.rs.paper	unclassified	The p38 MAPK PMK-1 shows heat-induced nuclear translocation, supports chaperone expression, and affects the heat tolerance of Caenorhabditis elegans.	Method: RNAseq|Species: Caenorhabditis elegans
WBPaper00042128.ce.mr.paper	unclassified	GEI-8, a homologue of vertebrate nuclear receptor corepressor NCoR/SMRT, regulates gonad development and neuronal functions in Caenorhabditis elegans.	Method: microarray|Species: Caenorhabditis elegans
WBPaper00042178.ce.mr.paper	unclassified	Genome-wide microarrray analysis reveals roles for the REF-1 family member HLH-29 in ferritin synthesis and peroxide stress response.	Method: microarray|Species: Caenorhabditis elegans|Topic: stress response to metal ion
WBPaper00042234.ce.mr.paper	unclassified	Active transcriptomic and proteomic reprogramming in the C. elegans nucleotide excision repair mutant xpa-1.	Method: microarray|Species: Caenorhabditis elegans
WBPaper00042258.ce.mr.paper	unclassified	Diet-induced developmental acceleration independent of TOR and insulin in C. elegans.	Method: microarray|Species: Caenorhabditis elegans
WBPaper00042361.ce.rs.paper	unclassified	Functional transcriptomic analysis of the role of MAB-5/Hox in Q neuroblast migration in Caenorhabditis elegans.	Method: RNAseq|Species: Caenorhabditis elegans
WBPaper00044030.ce.mr.paper	unclassified	The NHR-8 nuclear receptor regulates cholesterol and bile acid homeostasis in C. elegans.	Method: microarray|Species: Caenorhabditis elegans
WBPaper00044786.ce.rs.paper	unclassified	Genome-wide analysis links emerin to neuromuscular junction activity in Caenorhabditis elegans.	Method: RNAseq|Species: Caenorhabditis elegans
WBPaper00044939.ce.mr.paper	unclassified	A variant in the neuropeptide receptor npr-1 is a major determinant of Caenorhabditis elegans growth and physiology.	Method: microarray|Species: Caenorhabditis elegans
WBPaper00045015.ce.mr.paper	unclassified	Defects in the C. elegans acyl-CoA synthase, acs-3, and nuclear hormone receptor, nhr-25, cause sensitivity to distinct, but overlapping stresses.	Method: microarray|Species: Caenorhabditis elegans
WBPaper00045017.ce.rs.paper	unclassified	DRE-1/FBXO11-dependent degradation of BLMP-1/BLIMP-1 governs C. elegans developmental timing and maturation.	Method: RNAseq|Species: Caenorhabditis elegans
WBPaper00045232.ppa.rs.paper	unclassified	Sex-biased gene expression and evolution of the x chromosome in nematodes.	Method: RNAseq|Species: Pristionchus pacificus
WBPaper00045316.ce.rs.paper	unclassified	The influences of PRG-1 on the expression of small RNAs and mRNAs.	Method: RNAseq|Species: Caenorhabditis elegans
WBPaper00045350.ce.rs.paper	unclassified	A pair of RNA-binding proteins controls networks of splicing events contributing to specialization of neural cell types.	Method: RNAseq|Species: Caenorhabditis elegans
WBPaper00045359.ce.rs.paper	unclassified	Paternal RNA contributions in the Caenorhabditis elegans zygote.	Method: RNAseq|Species: Caenorhabditis elegans|Tissue Specific
WBPaper00045618.ce.rs.paper	unclassified	Competence for chemical reprogramming of sexual fate correlates with an intersexual molecular signature in Caenorhabditis elegans.	Method: RNAseq|Species: Caenorhabditis elegans
WBPaper00045705.ce.rs.paper	unclassified	Alternative 3' UTR selection controls PAR-5 homeostasis and cell polarity in C. elegans embryos.	Method: RNAseq|Species: Caenorhabditis elegans
WBPaper00045802.ce.mr.paper	unclassified	Translational control of the oogenic program by components of OMA ribonucleoprotein particles in Caenorhabditis elegans.	Method: microarray|Species: Caenorhabditis elegans
WBPaper00045960.ce.mr.paper	unclassified	Dynamically-expressed prion-like proteins form a cuticle in the pharynx of Caenorhabditis elegans.	Method: microarray|Species: Caenorhabditis elegans
WBPaper00046092.cre.rs.paper	unclassified	Rapid evolution of phenotypic plasticity and shifting thresholds of genetic assimilation in the nematode Caenorhabditis remanei.	Method: RNAseq|Species: Caenorhabditis remanei
WBPaper00046104.ce.mr.paper	unclassified	Defining heterochromatin in C. elegans through genome-wide analysis of the heterochromatin protein 1 homolog HPL-2.	Method: microarray|Species: Caenorhabditis elegans
WBPaper00046217.ce.ms.paper	unclassified	Comparison of proteomic and metabolomic profiles of mutants of the mitochondrial respiratory chain in Caenorhabditis elegans.	Method: proteomics|Species: Caenorhabditis elegans
WBPaper00046643.ce.mr.paper	unclassified	The principle of antagonism ensures protein targeting specificity at the endoplasmic reticulum.	Method: microarray|Species: Caenorhabditis elegans|Topic: mRNA splicing via endonucleolytic cleavage and ligation involved in unfolded protein response|Topic: endoplasmic reticulum unfolded protein response|Topic: endoplasmic reticulum|Topic: mitochondrial unfolded protein response|Topic: mitochondrion
WBPaper00048657.ce.mr.paper	unclassified	Natural Variation in plep-1 Causes Male-Male Copulatory Behavior in C.elegans.	Method: microarray|Species: Caenorhabditis elegans
WBPaper00048762.ce.mr.paper	unclassified	Genomic Analyses of Sperm Fate Regulator Targets Reveal a Common Set of Oogenic mRNAs in Caenorhabditis elegans.	Method: microarray|Species: Caenorhabditis elegans
WBPaper00048771.ce.mr.paper	unclassified	Spatial and temporal translational control of germ cell mRNAs via an eIF4E isoform, IFE-1.	Method: microarray|Species: Caenorhabditis elegans
WBPaper00049336.ce.mr.paper	unclassified	Sleep-active neuron specification and sleep induction require FLP-11 neuropeptides to systemically induce sleep.	Method: microarray|Species: Caenorhabditis elegans
WBPaper00049417.ce.mr.paper	unclassified	The Probiotic Strain Bifidobacterium animalis subsp. lactis CECT 8145 Reduces Fat Content and Modulates Lipid Metabolism and Antioxidant Response in Caenorhabditis elegans.	Method: microarray|Species: Caenorhabditis elegans
WBPaper00050230.ce.rs.paper	unclassified	Comparative genomics of Steinernema reveals deeply conserved gene regulatory networks.	Method: RNAseq|Species: Caenorhabditis elegans
WBPaper00050448.ce.mr.paper	unclassified	FOS-1 functions as a transcriptional activator downstream of the C. elegans JNK homolog KGB-1.	Method: microarray|Species: Caenorhabditis elegans|Topic: stress response to metal ion
WBPaper00051537.ce.mr.paper	unclassified	Fluid dynamics alter Caenorhabditis elegans body length via TGF-/DBL-1 neuromuscular signaling.	Method: microarray|Species: Caenorhabditis elegans
WBPaper00053550.ce.mr.paper	unclassified	An Expanded Role for the RFX Transcription Factor DAF-19, with Dual Functions in Ciliated and Non-ciliated Neurons.	Method: microarray|Species: Caenorhabditis elegans
WBPaper01000000.ovo.rs.paper	unclassified	N.A.	Method: RNAseq|Species: Onchocerca volvulus
WBPaper00049086.bma.rs.paper	developmental time course	The Effect of In Vitro Cultivation on the Transcriptome of Adult Brugia malayi.	
WBPaper00049974.bma.rs.paper	response to chemical | GO:0042221	The Effects of Ivermectin on Brugia malayi Females In Vitro: A Transcriptomic Approach.	
WBPaper00053736.ce.mr.paper	lipid metabolic process | GO:0006629 	Dihomo-gamma-linolenic acid induces fat loss in C. elegans in an omega-3-independent manner by promoting peroxisomal fatty acid -oxidation.	
WBPaper00053737.ce.mr.paper	response to chemical | GO:0042221	Uptake of TiO2 Nanoparticles into C. elegans Neurons Negatively Affects Axonal Growth and Worm Locomotion Behavior.	
WBPaper00053833.ce.mr.paper	aging | GO:0007568	N-acetylcysteine and vitamin E rescue animal longevity and cellular oxidative stress in pre-clinical models of mitochondrial complex I disease.	
WBPaper00051532.ce.ms.paper	lipid metabolic process | GO:0006629	Multi-omics Analyses of Starvation Responses Reveal a Central Role for Lipoprotein Metabolism in Acute Starvation Survival in C.elegans.	
WBPaper00045095.ce.rs.paper	aging | GO:0007568	D-Glucosamine supplementation extends life span of nematodes and of ageing mice.	
WBPaper00045232.ce.rs.paper	gene expression – general	Sex-biased gene expression and evolution of the x chromosome in nematodes.	
WBPaper00045420.ce.rs.paper	gene expression – general	Global characterization of the oocyte-to-embryo transition in Caenorhabditis elegans uncovers a novel mRNA clearance mechanism.	
WBPaper00045464.ce.rs.paper	gene expression – general	Systematic evaluation of spliced alignment programs for RNA-seq data.	
WBPaper00045729.ce.rs.paper	unclassified	The cytoplasmic poly(A) polymerases GLD-2 and GLD-4 promote general gene expression via distinct mechanisms.	
WBPaper00046497.ce.rs.paper	innate immune response | GO:0045087	Overlapping and unique signatures in the proteomic and transcriptomic responses of the nematode Caenorhabditis elegans toward pathogenic Bacillus thuringiensis.	
WBPaper00046691.ce.rs.paper	unclassified	Asymmetric transcript discovery by RNA-seq in C. elegans blastomeres identifies neg-1, a gene important for anterior morphogenesis.	
WBPaper00048621.ovo.rs.paper	disease	Immunoepidemiological profiling of onchocerciasis patients reveals associations with microfilaria loads and ivermectin intake on both individual and community levels.	
